path_length,num_digits,num_letters,num_special_chars,num_slashes,num_dots,num_equals,num_quotes,num_percent,num_ampersand,has_query,query_length,status_code,is_2xx,is_3xx,is_4xx,is_5xx,response_size,log_response_size,parse_error,method_get,method_post,method_put,method_delete,path_entropy,contains_script,contains_sql_keyword,contains_traversal,contains_command,contains_ssrf,contains_log4shell,contains_sensitive_file,looks_like_scanner,suspicious_length,many_special_chars,label
15.0,0.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,404.0,0.0,0.0,1.0,0.0,1550.0,7.346655163176539,0.0,0.0,1.0,0.0,0.0,3.640223928941852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,0.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,200.0,1.0,0.0,0.0,0.0,2254.0,7.720905251936779,0.0,1.0,0.0,0.0,0.0,3.773557262275186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
10.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,1.0,0.0,0.0,2375.0,7.773173680482536,0.0,1.0,0.0,0.0,0.0,2.9219280948873623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,0.0,15.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,1.0,0.0,2966.0,7.995306620290822,0.0,1.0,0.0,0.0,0.0,3.1056532424234384,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
14.0,0.0,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,4545.0,8.422003004412488,0.0,0.0,1.0,0.0,0.0,3.0930692077718898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25.0,0.0,21.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,404.0,0.0,0.0,1.0,0.0,5925.0,8.68710472813351,0.0,1.0,0.0,0.0,0.0,3.863465189601647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,0.0,17.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,200.0,1.0,0.0,0.0,0.0,3114.0,8.043984431221553,0.0,1.0,0.0,0.0,0.0,4.237291339955158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,4400.0,8.38958706681109,0.0,1.0,0.0,0.0,0.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,0.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,403.0,0.0,0.0,1.0,0.0,2145.0,7.671360923190644,0.0,1.0,0.0,0.0,0.0,3.640223928941852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51.0,12.0,26.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,44.0,200.0,1.0,0.0,0.0,0.0,1413.0,7.254177846456518,0.0,1.0,0.0,0.0,0.0,4.325934470146846,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,1.0,0.0,2543.0,7.841492924460013,0.0,1.0,0.0,0.0,0.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.0,1.0,12.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,404.0,0.0,0.0,1.0,0.0,1609.0,7.383989457978509,0.0,1.0,0.0,0.0,0.0,3.4992275471326924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.0,0.0,17.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,27.0,200.0,1.0,0.0,0.0,0.0,689.0,6.536691597591305,0.0,0.0,1.0,0.0,0.0,4.237291339955158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
15.0,0.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,200.0,1.0,0.0,0.0,0.0,5806.0,8.66681936537205,0.0,1.0,0.0,0.0,0.0,3.506890595608519,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25.0,0.0,21.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,301.0,0.0,1.0,0.0,0.0,671.0,6.51025834052315,0.0,1.0,0.0,0.0,0.0,3.863465189601647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,1.0,0.0,3190.0,8.068089626278244,0.0,1.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,0.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,403.0,0.0,0.0,1.0,0.0,3517.0,8.165647925297504,0.0,0.0,1.0,0.0,0.0,4.004886164091843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,1281.0,7.156176637480615,0.0,0.0,1.0,0.0,0.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,294.0,5.68697535633982,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56.0,1.0,46.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,200.0,1.0,0.0,0.0,0.0,3489.0,8.157657015196472,0.0,1.0,0.0,0.0,0.0,4.164673120592593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27.0,0.0,15.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,1.0,0.0,2959.0,7.992944547318106,0.0,1.0,0.0,0.0,0.0,3.1056532424234384,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
25.0,0.0,21.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,15.0,200.0,1.0,0.0,0.0,0.0,5974.0,8.695339376799712,0.0,1.0,0.0,0.0,0.0,3.863465189601647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,3148.0,8.054840221101024,0.0,0.0,1.0,0.0,0.0,2.584962500721156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,2.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,200.0,1.0,0.0,0.0,0.0,4208.0,8.344980368770571,0.0,1.0,0.0,0.0,0.0,3.773557262275186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,3846.0,8.255048902752295,0.0,0.0,1.0,0.0,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,0.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,403.0,0.0,0.0,1.0,0.0,4066.0,8.310660905907225,0.0,0.0,1.0,0.0,0.0,3.640223928941852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43.0,0.0,33.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,32.0,404.0,0.0,0.0,1.0,0.0,5984.0,8.697011617992073,0.0,0.0,1.0,0.0,0.0,4.126862359796814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,1.0,0.0,2120.0,7.659642954564682,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,3484.0,8.156223323194624,0.0,0.0,1.0,0.0,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
10.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,1581.0,7.366445148327599,0.0,0.0,1.0,0.0,0.0,3.1219280948873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,1.0,0.0,5148.0,8.546557800046141,0.0,1.0,0.0,0.0,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,5108.0,8.538758969330798,0.0,1.0,0.0,0.0,0.0,2.321928094887362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,0.0,1.0,0.0,0.0,5429.0,8.599694412927981,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,0.0,15.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,1497.0,7.311886164077165,0.0,1.0,0.0,0.0,0.0,3.1056532424234384,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,1.0,0.0,931.0,6.837332814685591,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.0,0.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,200.0,1.0,0.0,0.0,0.0,1743.0,7.463936604468925,0.0,1.0,0.0,0.0,0.0,4.004886164091843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,1328.0,7.192182058713246,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,0.0,15.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,1.0,0.0,5340.0,8.58316818033977,0.0,0.0,1.0,0.0,0.0,3.1056532424234384,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
9.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,4359.0,8.38022733634308,0.0,1.0,0.0,0.0,0.0,3.169925001442312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,0.0,12.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0,404.0,0.0,0.0,1.0,0.0,1241.0,7.124478262493424,0.0,0.0,1.0,0.0,0.0,3.773557262275186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
10.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,1.0,0.0,306.0,5.726847747587197,0.0,1.0,0.0,0.0,0.0,3.1219280948873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,1.0,0.0,0.0,0.0,3273.0,8.09376775793108,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,2.0,16.0,8.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,20.0,301.0,0.0,1.0,0.0,0.0,2664.0,7.887959336599945,0.0,1.0,0.0,0.0,0.0,4.162294909570876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
10.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,1.0,0.0,743.0,6.612041034833092,0.0,1.0,0.0,0.0,0.0,3.1219280948873624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
